sid	text
gs_persistsaveerr	Error saving player’s profile.
gs_servererror	Problem encountered trying to connect to the server.
gs_servicenotavailable	The online service for WorldShift is no longer available.
gs_unabletoconnect	Unable to connect to the server, or disconnected during the attempt.
gs_unknown	An unknown online error occurred.
gs_servicetemporarynotavailable	The online service for WorldShift is temporarily down for maintenance.
gs_qrsocket	An error has occurred while reporting the created game.
gs_qrbind	An error has occurred while reporting the created game.
gs_qrdns	An error has occurred while reporting the created game.
gs_qrconn	An error has occurred while reporting the created game.
gs_qrnochallenge	An error has occurred while reporting the created game.
requested operation timed out	The requested operation timed out.
	
//// Ability Grid window	
humans	HUMANS
tribes	TRIBES
the cult	THE CULT
ability grid	ABILITY GRID
inventory	INVENTORY
specialization	SPECIALIZATIONS
defence	Xenotronics
implants	Nanotechnology
weapon	Metachemistry
nature	Nature
blood	Blood
mind	Mind
power	Power
corruption	Corruption
dogma	Dogma
invalid	Invalid slot!
stritemreject	CANNOT EQUIP THIS ITEM
gems: 	Xenoshards: 
gems2	Xenoshards: [#]/[#]
nogems	Not enough xenoshards.
prednotrev	You must unlock the previous specializations.
noreqstars	More stars required on previous specializations.
nostars	Not enough stars.
reset	RESET
	
//// Settings window	
video	Video
screen resolution:	Screen resolution:
fullscreen mode	Run in fullscreen mode
tex_detail	Texture detail
tex_detail_vhigh	Very High
tex_detail_high	High
tex_detail_med	Medium
tex_detail_low	Low
tex_detail_vlow	Very Low
shader_detail	Shader detail
shader_detail_high	High
shader_detail_med	Medium
shader_detail_low	Low
models_detail	Model detail
models_detail_high	High
models_detail_med	Medium
models_detail_low	Low
shadow_detail	Shadow quality
shadow_detail_normal	Normal
shadow_detail_low	Low
shadow_detail_off	Off
reflections_check	Reflections
vsync_check	VSync
postprocess_check	Post-process effects
sett_temp_info	Shader, shadow, and VSync settings will take effect next time you run the game.
audio	Audio
volume:	Volume:
mute sound	Mute sound
close	Close
	
//// Starting a game	
startgame_waitforjoin	WAITING TO JOIN THE CREATED GAME...
startgame_waitforparty	WAITING FOR PARTY TO JOIN OUR GAME...
startgame_waitforplayers	WAITING FOR PLAYERS...
startstr	LOADING MAP...
starting game	STARTING GAME...
loading...	Loading...
done	Done
	
//// Selection Info window	
effects	Effects
health_stat	Hit points
health_stat_d	The hit points show how much damage the unit can take before being destroyed.
armour_stat	Armor
armour_stat_d	The armor points determine how much of the incoming damage is deducted from the bearer’s hit points.
damage_stat	Damage
damage_stat_d	This property shows how many hit points a single attack will deduct from a target with no armor.
damagerange_stat	Damage by range
damagerange_stat_d	The unit’s attack range is divided into subranges. The unit deals maximal damage when the enemy is in the green range. The damage decreases in the yellow range and is minimal in the orange range.
crit_stat	Chance for critical hits
crit_stat_d	Critical hits deal twice the standard damage done by the unit’s attack.
manna_stat	Power
manna_stat_d	Power is necessary for the unit’s special actions.
shield_stat	Shield
shield_stat_d	The shield absorbs some of the damage received by the unit. It also has a chance to fully absorb any single attack. While absorbing damage, the shield depletes, and if its integrity drops to 0, it stops working. The shield starts replenishing on its own if the unit is not attacked for some time.
description	Description
constructing	Constructing
upgrading	Upgrading
producing	Producing
active	Active
inactive	Inactive
stop	Stop
	
//// Faction resource names	
humans resources ttl	Resources for the Humans
pvp.humans.res_name	Credits
humans credits	Credits can be spent for units, upgrades, and global actions. The maximum amount of collected credits is capped, so avoid stockpiling them.
humans unit points	The unit points (shown as unoccupied/total) limit the size of your force. Different units take up different amounts of points from the fixed total.
tribes resources ttl	Resources for the Tribes
pvp.mutants.res_name	Focus
tribes credits	Focus can be spent for units, upgrades, and global actions. The maximum amount of collected focus is capped, so avoid stockpiling it.
tribes unit points	The unit points (shown as unoccupied/total) limit the size of your force. Different units take up different amounts of points from the fixed total.
the cult resources ttl	Resources for the Cult
pvp.aliens.res_name	Plasma
the cult unit credits	Plasma can be spent for units, building upgrades, and global actions. The maximum amount of collected plasma is capped, so avoid stockpiling it.
the cult unit points	The unit points (shown as unoccupied/total) limit the size of your force. Different units take up different amounts of points from the fixed total.
	
//// Miscellaneous in-mission texts	
pause	PAUSE
resume	RESUME
quit	QUIT
items	ITEMS
no items collected	NO ITEMS COLLECTED
cooldown	Cooldown
menu button ttl	Menu button
menu button	This button brings up the in-mission menu.
strner	NOT ENOUGH RESOURCES
strplr	POPULATION LIMIT REACHED
strreqnotmet	REQUIREMENTS NOT MET
strobjbusy	OBJECT BUSY
strunderattack	YOUR FORCES ARE UNDER ATTACK!
textofficer	Click here to select the officer; click again to center the view on the officer.
empty officer slot	Empty officer slot
textofficer_empty	To order another officer, click this empty slot and select an officer type from the menu.
textofficer_empty_mis_sp	You cannot order new officers in a story mission or special location.
textorder	Click here to order a new officer of the displayed type.
	
//// Victory/Defeat screen	
victory	Victory
defeat	Defeat
observe	Observe
statistics	Statistics
collected items	Collected items
tech	Ability Grid
best_damage	Best Damage
best_healing	Best Healing
most_kills	Most Kills
most_deaths	Most Deaths
most_commands	Most Commands
damage_taken	Damage Taken
mis_complete	Mission Complete
mis_failed	Mission Failed
cur_time	Current Time
fastest_time	Fastest Time
old_fastest	Previous Fastest Time
items_taken	Items Taken
chs_rewards	Choose Your Rewards
chs_reward	Choose Your Reward
destroy_btn	Destroy
takeall_btn	Take All
take_btn	Take
destroy_txt	Drag any items you want to your inventory and destroy the rest. Destroying items may generate xenoshards.
destroy_succ	You destroyed the artifacts and successfully extracted [#] xenoshards.
destroy_succ1	You destroyed the artifacts and successfully extracted 1 xenoshard.
destroy_fail	You destroyed the artifacts but did not succeed in extracting any xenoshards. Better luck next time!
continue	Continue
