sid	text
obj.Deal with the gas	Deal with the gas
	
// 33	
obj.Protect the ship	Protect the ship
obj.Time until next turret arrives:	Time until next turret arrives:
obj.Help the mutants	Help the mutants
obj.Destroy the AA site	Destroy the AA site
obj.AA facility hull	AA facility hull:
	
// 34	
obj.Proceed onward	Follow the path
obj.Protect the Psi Resonator	Protect the Psi Resonator
obj.Eliminate Vasilii	Eliminate Vasilii
obj.Vasilii health left:	Vasilii’s health:
obj.Destroy the mutants temple	Destroy the mutants’ temple
obj.Temple hit points:	Temple hit points:
obj.Secure the landing zone	Defend the landing zone
obj.Time until the ship arrives:	Time until the ship arrives:
	
// 35	
obj.Escort Eji to the Shard	Escort Eji to the Shard
obj.Disable the teleporter	Disable the teleporter
obj.Find the teleporter controls	Find the teleporter controls
obj.Use only alien units	Use only Jaar Lash units
obj.Activate the teleporter	Activate the teleporter
obj.Teleport all friendly units	Teleport all friendly units
obj.Use the teleporter to escape	Use the teleporter to escape
obj.All avatars must be in range	All characters must be in range
	
// 36	
obj.Attack the enemy psychic	Attack the enemy psychic
obj.Protect Eji	Protect Eji
obj.Find suitable spot for Eji	Find a suitable spot for Eji
	
// ROM	
obj.Engage HF1337	Engage HF1337
obj.Shuttle arrives in:	Shuttle arrives in:
obj.Destroy HF1337	Destroy HF1337
obj.Hull:	Hull:
obj.Energy:	Energy:
obj.Deactivate the cannon	Deactivate the cannon
obj.Power cores left:	Power cores left:
	
// JUNKYARD	
obj.Teleport	Teleport
obj.Clean up time:	Clean up time:
obj.Defeat Gorgar the Late	Defeat Gorgar the Late
obj.Defeat Trashmaster Ditz	Defeat Trashmaster Ditz
obj.Defeat Xessk	Defeat Xessk
	
// BSA	
obj.Defeat the Battle Yamu	Defeat the Battle Yamu
obj.Defeat the Howling Horror	Defeat the Howling Horror
obj.Defeat all enemies	Defeat all enemies
obj.Defeat the machines	Defeat the machines
obj.Defeat the third wave	Defeat the third wave
obj.Defeat the Hellfires	Defeat the Hellfires
obj.Go to start position	Go to start position
obj.Enter The Arena	Enter the Arena
	
// DTB	
obj.investigate_dtb	Locate the base commander
obj.kill_frank	Eliminate Frank N. Stein
obj.kill_adam	Kill Adam
	
// Kharum	
obj.Defeat Trashmaster Ulv	Defeat Trashmaster Ulv
obj.Protect the village	Protect the village
obj.Help the villagers to survive the attack	Help the villagers survive the attack
obj.Village is safe	The village is safe
obj.Talk to the village's High Priest	Talk to the village’s High Priest
obj.Eliminate the threat	Eliminate the threat
obj.Attack sources neutralized:	Attack sources neutralized:
obj.Threat eliminated	Threat eliminated
obj.Talk to Ran Boo	Talk to Ran Boo
obj.Find Ran Boo	Find Ran Boo
obj.Return to the village	Return to the village
obj.Engage Trashmaster Ulv	Engage Trashmaster Ulv
obj.Activate the ancient device	Activate the ancient device
obj.Power sources activated:	Power sources activated:
obj.Help the village	Help the village
	
// Safari	
obj.Kill the Queen	Kill the Queen
obj.Kill Mech 0	Kill Mech 0
obj.Kill Jack	Kill Jack
obj.Find Bill	Find Bill
obj.Kill Bill	Kill Bill
obj.Explore the area	Explore the area
