sid	text:fr
neterr_notsamepasswords	Les mots de passe sont différents.
net_success	Réussi
net_successwscreate	Vous avez réussi à créer le nom de joueur WorldShift ‘[#]’. Vous pouvez toujours entrer en jeu en tapant votre nom de joueur et mot de passe WorldShift.
net_choosegsprofile	Choisissez votre profil GameSpy
net_profilenames	Noms de profil
net_wsplayernames	Noms WorldShift
neterr_profilehaswsname	L’ID GameSpy ‘[#]’ possède déjà un nom de joueur WorldShift.
neterr_selectprofile	Sélectionnez un ID GameSpy pour créer un nom de joueur WorldShift qui lui sera alloué.
net_helpchoosegsprofile	Sélectionnez l’ID GameSpy sous lequel vous voulez créer un nouveau joueur WorldShift et cliquez sur ’Suivant’.
net_playername	Nom de joueur
	
legal_text	© 2008 RTL Television, Black Sea Studios Ltd. Mis en marché par RTL Games GmbH. Édité par RTL Games GmbH. Black Inc. est un label et une marque enregistrée de RTL Games GmbH. WorldShift est une marque enregistrée de Black Sea Studios Ltd. Développé par Black Sea Studios Ltd.
	
gs_isc_availabilitycheck	Exécution du test de disponibilité du service en ligne...
gs_isc_connecting	Connexion au service en ligne...
gs_isc_authcdkey	Authentification de la clé CD...
gs_isc_checkingforpatch	Recherche de mise à jour...
gs_isc_joingtitleroom	Rejoint la salle principale...
gs_isc_gettingplayerinfo	Obtention des infos de joueur...
gs_isc_elis_presenceconnect	Chargement de la liste d’amis...
gs_isc_loadingprofile	Chargement du profil de joueur...
gs_isc_done	Terminé !
	
gs_login_timeout	Expiration du délai de connexion.
gs_accountalreadycreated	Vous avez déjà créé cet ID GameSpy.
gs_empty_pass	Le champ de mot de passe ne devrait pas être vide.
gs_empty_email	Le champ de courriel ne devrait pas être vide.
gs_empty_wsname	Le nom WorldShift ne devrait pas être vide.
gs_invalidpassword	Le mot de passe fourni est incorrect pour l’ID GameSpy existant si l’on s’en tient à l’adresse courriel mentionnée. Si vous avez oublié votre mot de passe, veuillez visiter http://www.gamespyid.com.
gs_loginincorrect	Le nom de joueur WorldShift et le mot de passe fournis sont incorrects. Veuillez vérifier qu’ils ne contiennent pas de faute. Les mots de passe respectent la casse. Si vous avez oublié votre nom d’utilisateur ou votre mot de passe, veuillez visiter http://www.gamespyid.com.
gs_invalidemail	Il n’existe pas d’ID GameSpy correspondant à l’adresse courriel mentionnée.
gs_invalidnick	Le nom de joueur est incorrect. Il doit comporter entre 3 et 20 caractères, sans chiffre ni blanc.
	
	
//// In-mission texts	
checkpoint marked	POINT DE CONTRÔLE MARQUÉ
minimap	Mini-carte
multiselection_tooltip	Cliquez pour sélectionner cette unité seulement, Alt+clic pour l’ôter de la sélection.
stop_tooltip_ttl	Stop
stop_tooltip_txt	Cliquez pour arrêter les unités sélectionnées ou annuler une amélioration ou la production d’une unité.
leader_tooltip_ttl	Chef de campagne
leader_tooltip_txt	Voici votre chef de campagne. Cliquez pour sélectionner le chef, cliquez à nouveau pour centrer la vue.
items_toggle_tooltip_ttl	Mini-carte/Objets
items_toggle_tooltip_txt	Cliquez pour passer de la mini-carte aux objets que vous avez trouvés.
	
net_desync	<color=255,0,0>DÉSYNCHRONISATION DÉTECTÉE !</>
net_checksumdifferent	<color=255,0,0>Joueur %s :</> le contrôle de sommes de données est différent, une désynchronisation peut survenir !
net_disconnecting	Déconnexion…
net_playerdrop	Le joueur <color=0,255,0>%s</> a été perdu.
net_playerexit	Le joueur <color=0,255,0>%s</> a quitté.
net_playerpaused	Le joueur <color=0,255,0>%s</> a mis la partie en pause.
net_playerunpaused	Le joueur <color=0,255,0>%s</> a repris la partie.
net_waitplayer	<tab=15>%s attendu <tab=100>(%.2d sec.)
net_chatformat	<color=%d,%d,%d>[%s]</> <color=%d,%d,%d>[%s]:</> <color=%d,%d,%d>%s</>
net_chattoall	à tous
net_chattoally	aux alliés
	
unknown.name	Inconnu
	
flt.Invulnerable	Invulnérable
flt.Alarm! Alarm!	Alerte ! Alerte !
flt.Immune	Immunisé
	
	
//// Autopatching	
gs_http_downloaderr	Une erreur est survenue lors du téléchargement du fichier.
gs_patchfound	Une mise à jour du jeu est disponible. Commencer son téléchargement ?
gs_http_filesaveerr	Une erreur est survenue lors de la sauvegarde du fichier sur le disque dur. Vérifiez l’espace libre de votre disque dur et lancez le jeu en tant qu’administrateur.
dl_patch	TÉLÉCHARGEMENT : [#]%
	
	
// Miscellaneous	
quit_prompt	Vraiment quitter ? Toute progression sera perdue !
	
	
// Player Settings	
logo_name	Logo de [#]
ignore_all_invitations	Ignorer TOUTES les invitations
show_friends_invitations	Afficher uniquement les invitations des joueurs de votre liste d’amis
allow_inspected	Autoriser la consultation
statistics_average	MOYENNE DE STATISTIQUES<nl>(PARTIES MULTIJOUEUR)
gamedurationtext	Durée moyenne de combat à mort
battlepointstext	Quantité actuelle de points de combat
battlepointsvalue	[#] sur [#]
gamedurationvalue	[#]:[#] min.
player_settings	Joueur
accept_cap	ACCEPTER
	
	
// Inspect player	
abilities	Aptitudes
specializations	Spécialisations
statistics	Statistiques
avdamage_ttl	Moyenne de dégâts
avdamage_txt	Moyenne de dégâts infligés par partie
avhealing_ttl	Moyenne de soins
avhealing_txt	Moyenne de points de vie soignés par partie
avkills_ttl	Moyenne de meurtres
avkills_txt	Moyenne d’unités ennemies détruites par partie
avdeaths_ttl	Moyenne de morts
avdeaths_txt	Moyenne d’unités perdues par partie
avcommand_ttl	Moyenne de commandes
avcommand_txt	Moyenne de commandes passées par partie
avdamagetaken_ttl	Moyenne de dégâts subis
avdamagetaken_txt	Moyenne de points de vie perdus par partie
achievements	Réussites
avracemutants_ttl	Parties jouées avec les tribus
avracemutants_txt	Pourcentage de parties jouées en incarnant une faction des tribus
avracehumans_ttl	Parties jouées avec les humains
avracehumans_txt	Pourcentage de parties jouées en incarnant une faction des humains
avracealiens_ttl	Parties jouées avec le Culte
avracealiens_txt	Pourcentage de parties jouées en incarnant une faction du Culte
	
	
// buddy list	
autorization_request	Le joueur veut vous ajouter à sa liste d’amis.
revoke	L’utilisateur [#] a annulé son autorisation d’ami.
online	EN LIGNE
offline	HORS LIGNE
show_offline_players	Afficher les joueurs hors ligne
online_notification	Le joueur [#] est en ligne.
offline_notification	Le joueur [#] est hors ligne.
	
auth_request	Vous avez envoyé une demande d’autorisation au joueur [#].
auth_requestaccepted	Le joueur [#] a autorisé votre demande.
	
buddylist_gt_practice	Entraînement
buddylist_gt_pvp	Combat à mort
buddylist_gt_pvpat	Combat à mort (équipe arrangée)
buddylist_gt_speciallocation	Lieu spécial
buddylist_gt_mission	Mission
buddylist_gt_unknown	Inconnu
	
buddylist_status_offline	Hors ligne
buddylist_status_online	En ligne
buddylist_status_staging	[#] : en attente des joueurs [#]/[#]
buddylist_status_stagingfull	[#] : en attente de démarrage
buddylist_status_playing	En jeu
buddylist_status_authrequest	Salut, je voudrais vous ajouter à ma liste d’amis !
	
	
//Invitatinos	
invitation_msg_ally	Le joueur ‘[#]’ vous invite à rejoindre sa partie en tant qu’allié.
invitation_msg_opponent	Le joueur ‘[#]’ vous invite à rejoindre sa partie en tant qu’adversaire.
	
	
// CREDITS	
gslegal_text	Ce produit contient une technologie logicielle sous licence de GameSpy Industries, Inc. © 1999-2008 GameSpy Industries, Inc. GameSpy et le concept “Powered By GameSpy” sont des marques déposées de GameSpy Industries, Inc. Tous droits réservés.
	
	
//// Game start messages	
dropped	Déconnecté !
startgame_establishingconnection	ÉTABLISSEMENT D’UNE CONNEXION AVEC TOUS LES JOUEURS...
startgame_waitingforstart	EN ATTENTE DE DÉBUT DE PARTIE...
lobby_error_cannotestablishconnection	Impossible d’établir une connexion avec tous les joueurs.
autojoinerr_cannotestablishconnection	La tentative automatique a échoué car certains joueurs n’étaient pas en mesure d’établir une connexion avec les autres joueurs.
