sid	text:fr
13.diversion	Maître Ganthu, on dirait que leur camp n’est pas défendu à l’arrière. Un magicien talentueux pourrait peut-être s’y glisser et créer une diversion.
13.i will go	Très bien, je vais semer un peu de confusion.
	
13.kill him	C’est lui !
13.die freak	Crève, sale mutant !
13.trap	Ragho ! Comment oses-tu pareille trahison ! Ton ambition à devenir chef est-elle plus importante que la sécurité de la tribu ?
13.me traitor	Il fallait une crise. Il est temps que tous comprennent que nous avons besoin d’un leader fort et résolu, et pas d’un vieil érudit !
13.village endangered	Le village est peut-être en danger. Ragho est peut-être aveugle mais je doute que les humains respecteront un accord passé, quel qu’il soit.
	
13.you die eji sold	Va aussi vite que tu peux, tu n’y arriveras pas ! Et ta précieuse gamine deviendra le jouet des humains !
13.not eji	Ne mêle pas Eji à tout ça !
13.too late	Trop tard, l’ancien. Je l’ai déjà promise. On leur a ordonné de ramasser les animaux bizarres, vois-tu ?
	
13.use skills	Tu pourrais mettre tes pouvoirs au service de la tribu !
13.strong leader	C’est exactement ce que je fais ! La tribu aura bientôt un leader digne de ce nom !
	
13.come to your senses	Tu peux encore reprendre tes esprits, Ragho.
13.no turning back	C’est trop tard, l’ancien !
	
13.where did he go	Où est-il allé ?
	
13.disappeared	Il a encore disparu !
	
13.not again	Pas encore…
	
13.just die	Allez, viens te battre, ‘chef’ !
	
13.come	Viens, Eji, il faut faire vite ! Ragho passe à l’action. Il a conclu un accord avec les humains qui doivent l’aider à devenir chef. Nous ne sommes plus en sécurité au village !
13.yes master	Je suis prête, maître Ganthu !
	
13.give child	Stop ! Il n’est pas prévu que vous vous en sortiez vivants, Ganthu. Et j’ai déjà promis la gamine aux humains.
13.what	Quoi !?
13.never	Pour t’en prendre à Eji tu devras me passer sur le corps, traître !
	
13.enough teleporting	Voilà pour le nouveau chef... Mais j’ai peur que nous n’ayons plus notre place au village après ça.
	
13.what now	Qu’allons-nous faire maintenant, maître Ganthu ?
13.journey	On dirait que le moment est venu d’entamer notre voyage, Eji.
	
//// Mission 1.4	
	
14.need diversion	L’entrée du camp est fermée. Il faut que les habitants de Dunetown nous ouvrent la porte.
14.mine nearby	Il y a une mine de xénolite au nord. Si nous l’attaquions assez fort, ils feraient peut-être passer des renforts par la porte.
14.lets try	Ça m’a l’air d’être un bon plan. Essayons.
	
14.gate here	Voilà la porte. Espérons qu’elle reste ouverte assez longtemps.
	
14.get them	Les sauvages nous attaquent ! Occupez-vous en, les gars !
	
14.officer down	Leur officier est mort !
	
14.gate opened	Ils ont ouvert la porte ! Vite, il faut qu’on passe !
	
14.what is this	Qu’est-ce que ces animaux font ici ?
14.force field	Je crois pouvoir désactiver le champ de force pour qu’on passe mais je crois que ces créatures ne vont pas être contentes.
14.passage	Il y a un passage au nord. On pourrait peut-être faire un détour par là.
	
14.unlocking	Cette console n’est presque pas sécurisée. Je vais la désactiver.
	
14.can open but beams	Voici les commandes de la porte nord ! Je peux l’ouvrir mais nous allons devoir traverser toute la base pour utiliser l’entrée.
	
14.can open no beams	Voici les commandes de la porte nord ! Je peux l’ouvrir.
	
14.opening	C’est fait.
	
14.base found	Regardez ces défenses... Pas question de passer par là. Le châtiment devra attendre.
14.come get some	Il y a une brèche dans le périmètre externe ! Des intrus sont dans le camp !
14.duel of honor	Espérons que la navette ne sera pas aussi bien gardée.
14.no duel	Doublez les patrouilles. Trouvez les intrus et éliminez-les !
14.had to try	Je crois qu’il va falloir faire vite.
	
14.my ship	Ils se dirigent vers ma navette ! Stoppez-les !
14.hurry-14	Vite, Denkar ! Démarre cette fichue machine ! Toute la base est à nos trousses !
14.trying	Une seconde... je l’ai ! Dégageons d’ici !
	
	
//// Mission 1.5	
	
15.here we come	Le terrain est dangereux mais on devrait réussir à atteindre la ville à pied.
	
15.careful-15	Attention, la lave jaillit en permanence !
	
15.made through lava	Bien, on a franchi cette sale lave !
15.respect nature	Tu devrais montrer plus de respect pour les puissances de la nature, Denkar.
	
15.found saling base	Un camp salingien ! Parfait, demandons-leur de nous escorter.
	
15.what the	Mais, qu’est-ce que... ?
15.treason	Trahison ! Ils m’ont pourtant reconnu alors pourquoi nous tirent-ils dessus !?
15.cannot defeat	Tu leur poseras la question quand ils auront arrêté de tirer. Dégageons d’ici !
15.passage	Il y a un passage sur la droite, juste devant le camp !
	
15.past saling base	Super... maintenant, il faut qu’on trouve un autre moyen d’approcher Saling.
	
15.message	Seigneur ni’Varra, je porte un message de notre Seigneur commandant.
15.no chance	Denkar, le sénateur ni’Marten m’a donné l’ordre de vous arrêter. Je dois obéir.
15.offer	Vous savez que vous n’avez aucune chance contre mes troupes. Mais je vous offre un combat loyal, votre équipe contre mon équipe, en dehors du camp.
15.trap	C’est peut-être un piège !
15.men of honor	Je ne crois pas. Nous autres Salingiens avons le sens de l’honneur.
15.follow me	Suivez-moi, seigneur ni’Varra.
	
15.lets dance	C’est parti !
	
15.incredible	Incroyable ! C’est... c’est un honneur que de mourir de votre main... ni’Varra !
15.fought well	Vous vous êtes bien battu, commandant. L’honneur est pour moi.
15.keep promise	Je... je vais tenir parole... Mes hommes ne vous feront pas de mal. Partez maintenant !
15.humans	Ils tirent sur les leurs, ils se battent en duel et ils vous laissent passer... *soupir* Ces humains...
15.respect honor	Tu devrais montrer plus de respect pour le sens de l’honneur, Ganthu.
	
	
//// Mission 1.6	
	
16.alarms 1	Nous y sommes. Souvenez-vous : ne laissez aucun garde déclencher l’alarme ou on se retrouve avec toute la base sur le dos.
16.alarms 2	Les Rippers ne sont pas très malins mais n’importe quel soldat déclenchera l’alarme dès qu’il verra un intrus.
16.crowd control	Compris. Alors si on tombe sur une patrouille on utilise le gel ou la confusion sur les soldats pour les éliminer avant qu’ils n’atteignent les consoles d’alerte.
16.lets go	Ok, allons-y !
	
16.got key	C’est une carte. Je vais pouvoir ouvrir la porte.
	
16.can sneak	Ok, on y est. Je crois pouvoir me déplacer librement si je garde mon casque et ne m’approche pas trop mais il ne faut pas que les gardes vous voient avec Eji.
16.not too close	Très bien, on se fait discrets et on compte sur toi pour détourner leur attention.
	
16.guards east	Maître Ganthu, je perçois de nombreux gardes à l’est de l’entrée.
16.cant pass	Je vois. Denkar, il semble plus prudent que Eji et moi évitions le passage à l’est.
	
16.kill guards	Je crois que nous pouvons neutraliser cette patrouille. Denkar, occupe-toi du soldat !
	
16.too many	Il y a trop de soldats ici, Denkar. Impossible de se faufiler par là.
16.diversion east	Attendez ici. Je vais essayer par l’est. Je pourrai peut-être détourner leur attention.
16.careful-16	Sois prudent.
	
16.found bombs	Tiens... Une zone de stockage de xénolite. Je me demande s’ils ont de ces explosifs pour mine... Je dois vérifier que ces gardes ne trainent pas par ici lorsque j’examine les caisses.
	
16.got bombs	Parfait ! Je n’ai qu’à les placer sur le bon bâtiment et les faire exploser à distance pour détourner l’attention des gardes.
	
16.bomb spot	Cet endroit semble idéal pour placer un explosif. Il faut juste que j’évite de me faire repérer en déposant la charge.
	
16.bomb planted	Les explosifs sont placés !
	
16.boom1	Activation des explosifs !
	
16.boom2	Activation des explosifs !
	
16.boom3	Activation des explosifs !
	
16.heard boom	J’ai entendu une explosion ! On devrait aller voir ce qui se passe.
	
16.another block	Encore un barrage. Je me demande si le coup des explosifs peut encore fonctionner.
	
16.third block	Et encore un autre barrage.
16.last one	On approche, ça devrait être le dernier. Je me demande si je vais encore avoir besoin d’une explosion.
16.panic	Je sens qu’ils sont paniqués. Je crois qu’ils vont tomber dans le panneau.
	
//// Mission 2.1	
	
21.save village	Le village est attaqué ! Il faut qu’on aide les défenseurs !
21.save lab	Commandant ni’Varra, on a des ordres précis ! On doit protéger les installations scientifiques !
21.save both	Il doit y avoir moyen d’obéir aux ordres et d’aider le village en même temps.
21.enemy	On nous informe que les troupes ennemies se concentrent au milieu, entre le village et le labo et un bâtiment inconnu au nord-est.
	
21.kuna reinforcements	On ne va pas tenir longtemps, j’appelle des renforts !
	
21.kuna - where are the reinf	Lilly, où sont les renforts ?
21.lilly - i am afraid i am	J’ai peur d’être vos seuls renforts, juge ni’Dahl. Ces créatures sont partout en ville, toutes nos forces sont engagées.
	
21.knew it	J’en étais sûr !
	
21.whats this	C’est <i>quoi</> cet horrible truc !?
21.destroy it	Ça a l’air important pour ces créatures. Essayons de le détruire.
	
	
//// Mission 2.2	
	
22.score to settle	Les Vanuriens semblent s’être installés ici depuis longtemps. Il va falloir se battre pour avancer. Mais de toute façon j’ai des comptes à régler avec eux.
22.take it easy	Attention, Denkar. La vengeance est mauvaise conseillère.
	
22.looks hard	Hem, ça va être compliqué.
22.we can do it	Je pense qu’on peut leur rentrer dedans si nécessaire.
22.casualties	Sans doute mais à quel prix ?
22.not running	On peut passer en subissant un minimum de pertes si on choisit les bons combats. Ce coup-ci, pas question de fuir !
22.clear judgement	Je comprends ce que tu ressens mais ne laisse pas tes sentiments altérer ton jugement.
22.you right	Je suis d’accord.
	
22.assassins	Assassins ! Tuez-les vite !
	
22.found diary	C’est ici. Le journal de mon père doit se trouver quelque part près des ruines.
	
22.look east	Denkar, regarde à l’est !
22.where came from	Quoi ? D’où sont-ils venus ?
22.coming our way	Le plus important est de savoir où ils vont et je crois que c’est vers nous.
22.consider running	Je sais que cette fois tu ne veux pas fuir mais je te conseille d’y réfléchir à deux fois.
22.lets run	*soupir* On dirait qu’une fois encore je vais devoir m’échapper sans combattre. On dégage, vite, vite, vite !
	
	
//// Mission 2.3	
	
23.scout the area	Il faut qu’on explore le secteur. Attention aux vieilles ruines.
23.careful-23	Faites attention à la base qu’on a détectée depuis la navette.
	
23.stay away from base	Cette entrée est très bien défendue. On ferait mieux de ne pas s’approcher de la base.
	
23.check this out	On dirait que ceux qui ont fouillé ici sont tombés sur un gros truc. Éliminez les gardes et montrez ça aux techniciens.
23.need time	Il va nous falloir du temps pour examiner ça.
23.hurry-23	Vite, on fait une cible facile ici.
	
23.need power	Ça faisait partie d’un poste avancé important. L’équipement semble en bon état ; si on parvenait à trouver et activer la source d’alimentation on pourrait peut-être même obtenir des informations de leurs ordinateurs.
23.find power	Allons-y alors ! On cherche un truc qui pourrait ressembler à une source d’alimentation.
	
23.start generator	Ça pourrait être un générateur d’alimentation. Il a l’air intact. Essayons de l’activer.
23.expect trouble	Soyez sur vos gardes ! Je parie que les machines ne vont pas nous laisser en paix.
	
23.heal me	Oups ! Je crois que j’ai activé un mécanisme de défense. Tous les éléments du générateur sont sous haute tension. Il faut que quelqu’un me soigne pendant que je travaille ou je suis mort dans 20 secondes.
	
23.generator online	Oui ! Le générateur d’alimentation est activé !
23.go back	Retournons au premier site pour voir si on peut tirer quelque chose des ordinateurs !
	
23.path blocked	Attention ! Le générateur a activé des champs de défense ! On ne peut pas revenir, il faut qu’on trouve d’autres ordinateurs.
	
23.found another site	Super, encore ces appareils. Technicien, vérifie que les ordinateurs sont activés.
23.affirmative	Oui, madame !
23.no power	Les ordinateurs sont en bon état mais il n’y a pas de source de courant. On trouvera peut-être une source d’alimentation dans le poste avancé.
	
23.got it	Les ordinateurs sont opérationnels, madame. On a tout téléchargé.
23.go home	Excellent ! Denkar, j’aimerais bien sortir d’ici le plus vite possible. Ces robots qui nous attaquent me donnent la chair de poule.
	
23.victory-23	On a fini ici. Appelez les transports.
	
23.technicians are dead	Les techniciens sont morts. L’expédition est un échec.
	
	
//// Mission 2.4	
	
24.nasty bugs	C’était de sales bestioles... Je me demande d’où elles venaient.
24.expect more bugs	Quelque chose me dit qu’on ne va pas tarder à le savoir.
	
24.too hard	Elles sont de pire en pire. S’il en vient davantage, je ne sais pas comment on va faire.
24.have faith	J’ai l’impression qu’on n’est pas seuls ici. On va peut-être trouver de l’aide.
	
24.what the	C’est <i>quoi</> cet endroit ?
24.nesting place	Hem, intéressant. Je me demande si c’est cet artéfact qui pousse les insectes à venir nicher ici.
24.clear nest	Peu importe, je crois qu’il faut qu’on nettoie ce nid avant de continuer.
24.check artifact	Il faut aussi qu’on inspecte l’artéfact.
	
24.kill bugs	Brûlez-moi ces horreurs !
24.must help	Denkar, on doit les aider !
	
24.village attacked	Merci pour votre aide, étrangers. Ces abominations du Fléau attaquent notre village de toutes parts !
24.join forces	Dans tous les cas, nous allons devoir les affronter, alors joignons nos forces.
	
24.you saved us	Encore merci. Votre aide fut très précieuse ! Mais qu’est-ce qui vous a amenés ici, humains et mutants réunis ?
24.we seek ruins	Nous recherchons les anciennes ruines qui devraient se trouver dans les environs.
24.beware monster	Une entrée vers les anciens tunnels se trouve par ici mais un grand monstre s’y est installé. C’est lui qui envoie ces créatures.
24.we face monster	On dirait qu’il va nous falloir affronter ce monstre.
24.offer reinforcements	Prenez ces brutes comme gage de notre gratitude. Ce sont des bêtes féroces mais fidèles.
24.thanks for reinforcements	Merci !
	
24.priest dead	Le Grand prêtre est mort... partons d’ici avant qu’ils ne nous considèrent comme responsables.
	
24.giant spider	L’entrée du complexe souterrain est juste derrière le monstre. Nous devons le tuer pour entrer !
	
	
//// Mission 2.5	
	
25.be careful-25	Nous devons opérer avec une grande prudence. De nombreuses expéditions ont tenté d’approcher la ville après sa chute dans le passé et aucune n’a survécu.
25.suspect everything	Considérez tout comme un danger potentiel, même ce qui a l’air le plus inoffensif !
	
25.esperanza gates	Regardez ! C’est sans doute l’entrée vers la ville !
25.esperanza forcefield	Incroyable, c’est encore protégé par un champ de force. Il faut trouver un moyen de le désactiver.
25.saw a device	Je suis sûr que nous sommes passés près d’un dispositif tout à l’heure.
	
25.mechanism	Hum... Je me demande ce que ça contrôle.
	
25.power source	On dirait une source d’alimentation. Peut-être celle du champ de force.
25.we should try	Bien, il n’y a qu’un moyen de le savoir.
	
25.forcefield down	Le champ de force est coupé !
25.controls outside	Il est curieux qu’on puisse contrôler le champ de force de l’extérieur.
25.keep smth in	Il est peut-être destiné à garder quelque chose à l’intérieur plus qu’à nous empêcher d’entrer.
25.spooky	Ça donne la chair de poule.
	
25.rain comment 1	Ha, génial. Des hordes de sales bêtes <i>et</> une pluie battante.
25.rain comment 2	Espérons que ce soit aussi déplaisant pour elles que pour nous.
	
25.protect gates	Nous devons protéger la porte ! Ces sales bestioles vont sûrement essayer de rentrer !
	
25.no more aliens	Hem, on dirait qu’elles ont décidé de nous laisser tranquilles pour l’instant.
25.strange	Ce calme ne me dit rien qui vaille. Elles ont peut-être changé leurs plans à cause de notre présence.
25.faint song	Attendez... Je sens quelque chose venir de l’entrée. Comme une faible musique dans mon esprit.
25.prophecy	Ça serait la chanson de la prophétie ? Tu peux la suivre ?
25.can follow	Je crois.
25.enter	Alors entrons ! Allons voir quel secret se cache ici.
	
25.generator restarted	Bon sang... Ce truc a redémarré. Il doit y avoir autre chose à éteindre.
	
	
//// Mission 2.6	
	
26.song north	La chanson vient de derrière cette porte au nord !
26.go north	Alors, direction nord.
26.trouble ahead	On va vers les ennuis. Soyez sur vos gardes !
	
26.transport device	Voyons si on peut retirer ce dispositif du piedestal pour le transporter.
26.be careful-26	Faites attention, il y a peut-être d’autres pièges.
26.what was that	Attendez ! Qu’est-ce que c’était ?
26.someone coming	Attention ! Je perçois de nombreux ennemis qui approchent.
	
26.robot awake	C’est pas bon ! Le robot ’mort’ se réveille !
	
26.gates opened	Ça y est ! Je viens d’ouvrir les portes.
	
26.switch operated	Ça y est ! Mais je ne sais pas ce que je viens de faire.
26.we will see	Continuons, on verra bien.
	
26.a trap	Hé ! Il y a plein de pièges ici !
26.only one trap	On a activé qu’un piège. Espérons qu’il n’y en a pas d’autres.
26.detour	De toute façon, la porte semble fermée. Il va falloir trouver un autre passage.
	
26.second trap	Un autre piège ! On devrait être plus prudents.
26.why traps	Je me demande qui s’amuse à placer des pièges dans des ruines.
26.guess about traps	En y réfléchissant, ce ne sont peut-être pas des pièges mais juste des machines défectueuses. Qui sait quelles technologies et magies ont été utilisées ici.
	
26.third trap	Ça recommence !
26.spot traps	Il y a peut-être moyen de répérer ces trucs à l’avance.
26.activate traps	Ou alors je pourrais passer devant et les activer puisque c’est moi qui ai la meilleure armure.
	
26.control room	On dirait une salle de contrôle... avec un robot géant dans le coin.
26.it is dead	On dirait qu’il est mort depuis des siècles.
26.i wouldnt bet	Je ne parierais pas là-dessus.
	
26.getting closer	On approche. La chanson est plus forte ici.
26.open gate	Il faut trouver comment ouvrir cette porte.
	
26.aliens	Hé, ces types verts sont à nos trousses !
26.hurry-26	Il faut faire vite !
26.look for traps	Bon sang, si on avance plus vite on va sûrement tomber dans tous les pièges du coin !
	
26.the source	C’est ça ! C’est d’ici que vient la chanson !
	
26.aliens2	Attention, Denkar, revoilà les types verts !
26.kill them all	Protégez le dispositif !
	
//// Mission 3.1	
	
31.doomed	Le résonateur Psi est détruit ! On est foutus...
	
31.resonator alone	Hé, ce truc est trop précieux pour qu’on l’abandonne !
	
31.ship to the east	Tharksh pense que son vaisseau est à l’est d’ici.
31.protect the resonator	Ok, allons au vaisseau. Tharksh doit absolument ordonner à ses servants de protéger le résonateur Psi.
	
31.blown cover	Tharksh pense que notre couverture est compromise. Sa mission était de détruire le dispositif et maintenant, il désobéit ouvertement aux ordres du Grand Maître.
31.another master	Ça veut dire qu’il y a au moins un autre Maître dans le secteur et que ceux-là étaient ses servants ?
31.right	Tharksh pense que tu as compris.
	
31.aliens detected	Tharksh a détecté un autre Maître extra-terrestre devant nous !
31.how many	Un Maître tout seul ou un Maître avec ses servants ?
31.many	Tharksh voit une escouade d’assaut complète.
31.call reinforcements	Tharksh peut-il contacter ses servants ?
31.reinforcements called	Tharksh demande des renforts. Ils seront capables de passer sans se faire repérer.
31.hold the line	Bien. Il nous reste à tenir le coup en attendant qu’ils soient là.
	
31.elephant worms	Regardez ! Encore ces trucs roses avec les spores explosives. Ils poussent directement des murs.
	
31.tough aliens	Tharksh, ceux de ta sorte sont vraiment durs à battre.
31.glad to hear that	Tharksh est heureux de l’entendre.
31.other ship	Tharksh ne peut utiliser son vaisseau. Il n’a pas les codes pour le contrôler.
31.lets continue	Alors continuons jusqu’au vaisseau.
	
31.master ambush	Tharksh connaît son Maître. C’est son rival dans la Ruche et il n’aimait déjà pas Tharksh avant tout ça.
31.no problem	Hem, maintenant, ils ont une très curieuse opportunité de régler leurs comptes...
	
31.lets get out of here	On devrait partir d’ici avant que d’autres extra-terrestres n’arrivent.
31.ok	Tharksh vous invite à embarquer très rapidement.
	
//// Mission 3.2	
	
32.protect ship	Préparez-vous vite au combat ! Protégez le vaisseau, le résonateur Psi est toujours à l’intérieur !
	
32.is this your best	C’est tout ce que vous pouvez faire, sales bestioles ?
32.alien roar	... !
32.oops	Désolé, Tharksh.
	
32.waves over	On dirait que <b>c’était</> la seule chose à faire... pour l’instant.
32.base nearby	Tharksh pense qu’il y a un camp pas loin. On devrait le nettoyer pour sécuriser le secteur.
	
32.avoid gas	Attendez ! Tharksh sent un danger. Il faut éviter ce gaz.
32.stop gas	On dirait que ces créatures ont un lien avec le gaz. Il doit y avoir un moyen de l’arrêter.
	
32.safe	On ne peut pas sécuriser davantage. Allons-y et prions !
	
32.found base	J’imagine que c’est le camp que nous cherchons. Nettoyons les lieux !
	
32.resonator alone	Hé, ce truc est trop précieux pour qu’on l’abandonne !
	
32.doomed	Le résonateur Psi est détruit ! On est foutus...
	
//// Mission 3.3	
	
33.defences coming	Attaque ennemie imminente ! Aurora nous envoie des défenses de zone. Protégez le vaisseau, on n’a pas d’autre moyen d’amplifier le signal de téléportation !
	
33.help	On est encerclés ! À l’aide !
	
33.thanks for help	Merci pour votre aide, humains ! Ces choses nous ont tendu une embuscade et repoussés dans les marais. Tenez, voici des bêtes à nous et des créatures des enfers. Elles combattront à vos côtés !
33.gift welcome	Merci du cadeau.
	
33.sensors misbehaving	Hé, les capteurs de ma combinaison font des trucs bizarres.
33.found site	Ça doit être le site AA. Éliminons-le et dégageons d’ici !
	
33.turret1 online	Le premier canon-tour est activé !
	
33.turret2 online	Second canon-tour prêt ! On a fait la moitié !
	
33.turret3 online	Troisième canon-tour activé ! Encore un et c’est fait !
	
33.turret4 online	Défense de zone entièrement opérationnelle ! Le vaisseau est assez protégé. Maintenant... trouvons ce qui nous a touchés en l’air et offrons-lui quelques jolis trous au laser !
	
33.victory-33	Le complexe AA est détruit !
33.help denkar	Allons aider Denkar !
	
33.gonna blow	Reculez ! Ça va exploser !
	
	
//// Mission 3.4	
	
34.follow the path	Allez, on doit s’éloigner du site du crash et approcher l’équipe de sauvetage.
	
34.judge 1 sees enemy	QG, extra-terrestres en vue ! Demande autorisation d’engager le combat !
34.me friend	Attendez ! On n’est pas des ennemis ! Je suis humain !
34.you enemy	Bon sang ! Ils ont appris à nous imiter ! Tuez-moi ça, et vite !
34.fight inevitable	Tharksh ne pense pas qu’ils vont écouter.
34.self defend	On n’a pas le choix. Il faut qu’on se défende !
	
34.judge 2 sees enemy	QG ! Ennemis en vue ! Installations de défense requises !
34.turrets coming	Attention, ils téléportent les canons-tours !
34.handle turrets	Tharksh pense qu’on ne devrait pas les laisser déployer leurs défenses.
34.turrets advise	Il faut détruire les nacelles de téléportation avant l’arrivée des canons-tours !
	
34.judge 3 sees enemy	Tuez ces horribles créatures ! On ne recule pas !
	
34.stop right there	Stop ! Vous ! Éloignez-vous de ces créatures !
34.no fight	Écoutez, on ne vous veut pas de mal. Vous avez attaqué en premier.
34.lay your weapons	Non, ce sont ces créatures qui ont commencé à attaquer nos expéditions ! Maintenant, posez vos armes et éloignez-vous du dispositif !
34.wont happen	Pas question. Laissez-nous passer ou nous emploierons la manière forte.
34.hard way	Très bien. Allons-y pour la manière forte.
	
34.switch	Le panneau de contrôle est ici. Je vais tenter de désactiver les derniers canons-tours.
34.hurry-34	Tharksh pense qu’il faut faire vite.
	
34.switch done	Les canons-tours sont désactivés !
	
34.hunters killed	Cette ‘couverture’ devient un sacré fardeau. Maintenant <i>tout le monde</> nous attaque à vue.
	
34.stop or i kill you	Stop ! Qui êtes-vous ? Pourquoi aidez-vous ces créatures infernales ?
34.i mean no harm	On ne veut pas de mal ! Nous voulons simplement passer et nous diriger vers l’est.
34.you murderer	Je devine le sang de mon peuple sur vos mains ! Vous allez payer, menteurs !
34.destroy temple	Détruisez le temple ! Ça va les faire reculer !
	
34.sorry ganthu	Désolé, Ganthu, on n’avait pas le choix.
	
34.humans fight mutants	On se bat par ici ! On dirait que les mutants vont perdre.
34.they will attack us	Tharksh suggère de les aider pour égaliser les forces. Ainsi, il ne restera plus personne contre nous.
34.we wait-34	On peut aussi les aider à terminer le combat. Ensuite, on aura plus qu’à affronter le vainqueur.
	
34.transmission	On a un message !
34.hi guys	Hé, les gars, on arrive ! On vous a localisés, restez où vous êtes !
34.get us out	Content de vous entendre ! C’est de la folie ici ! Tout le monde se bat et on se fait attaquer à vue !
34.secure the lz	Assurez-vous que la ZA est sécurisée !
	
34.arriving	On arrive sur la ZA, préparez-vous à l’extraction !
34.who are these	Mais qu’est-ce que... ! Ganthu, est-ce que Tharksh a invoqué ces types ?
34.tharksh puzzled	Tharksh est aussi surpris que moi !
34.they stole the resonator	Bon sang, ils ont volé le résonateur Psi !
34.we must hurry	Vite les gars ! Il faut qu’on dégage d’ici rapidement !
	
34.doomed	Le résonateur Psi est détruit ! On est foutus...
	
34.resonator alone	Hé, ce truc est trop précieux pour qu’on l’abandonne !
	
//// Mission 3.5	
	
35.is it a teleporter	Les Jaar Lash sont arrivés directement de ce truc. Est-ce un téléporteur ?
35.disable spawner 1	Oui. Tharksh peut le désactiver pour empêcher d’autres renforts d’arriver.
35.can we use it	On peut l’utiliser pour aller quelque part ?
35.receiver only	Ce n’est qu’un receveur. De plus, il nous enverrait directement à l’endroit d’où proviennent les renforts.
	
35.spawner 1 disabled	Tharksh est prêt.
	
35.disable spawner 2	Un autre téléporteur. Je pense qu’on a touché leur première ligne de défense.
	
35.spawner 2 disabled	Terminé pour les extra-terrestres.
	
35.disable spawner 3	Encore un de ces trucs. On devrait peut-être ne pas les laisser nous retarder.
35.cant leave them	Impossible de laisser ces créatures se reproduire derrière nous.
	
35.spawner 3 disabled	Le receveur est désactivé.
35.not funny	J’espère qu’on n’en a pas oublié.
	
35.disable spawner 4	On dirait que ces téléporteurs sont partout !
35.this is the last	C’est peut-être le dernier. On dirait qu’on a atteint un genre de point de contrôle.
	
35.describe situation	Il y a une nacelle de téléportation ici mais les commandes sont quelque part derrière le bouclier. Seuls les Jaar Lash peuvent franchir le bouclier.
35.we have a plan	Alors la seule solution c’est de faire entrer Tharksh, qu’il trouve les commandes et qu’il nous téléporte à l’intérieur.
35.jaar lash units	Tharksh peut emmener des unités Jaar Lash avec lui.
35.we wait-35	Ok, alors ceux qui restent devront attendre ici.
35.dont like	L’idée de nous séparer maintenant ne me dit rien de bon.
35.no choice	On n’a pas vraiment le choix.
	
35.teleporter controls	Tharksh pense que ce sont les commandes du téléporteur. Il doit les activer pendant qu’il est encore en vie !
	
35.disable spawner 5	On ne devrait pas laisser trainer un téléporteur actif derrière nous !
35.fast enough	Tharksh ne mettra pas de temps à désactiver le téléporteur.
	
35.dead end	Un cul-de-sac !
35.enable teleporter	Il y a un téléporteur ici mais nous devons éliminer les défenses pour atteindre le dispositif de contrôle.
	
35.spawner 5 disabled	Le receveur est désactivé.
35.hurry-35	Mieux vaudrait ne pas perdre de temps.
35.done	Ok, allons-y.
	
	
//// Mission 3.6	
	
36.do you sense	Eji, allons-nous dans la bonne direction ? Perçois-tu le résonateur Psi ?
36.too far	Oui, c’est la bonne direction. J’entends faiblement la chanson mais je suis trop loin pour me connecter à la machine.
36.find spot	Alors il faut qu’on s’en approche.
	
36.found spot	Je crois que je suis assez proche. L’extra-terrestre est déjà en train de chanter vers le Shard ! Il faut faire vite !
