sid	text
briefings.15	Piloter un vaisseau de Dunetown aux alentours de Saling n’est pas une bonne idée et Denkar, connaissant ses défenses, s’est trouvé face à un choix cornélien : risquer de se faire tirer dessus par son propre peuple ou affronter à pied les champs de lave qui entourent la ville.<nl><nl>Ayant opté pour un atterrissage en dehors de Saling, il doit maintenant affronter les champs de lave pour atteindre le poste avancé salingien le plus proche.
briefings.16	Denkar est plus motivé que jamais pour entrer à Saling et rencontrer sa sœur Arna. Il a appris que Joss ni’Marten, un très ancien rival politique de la famille ni’Varra, ne veut pas de lui en ville. Denkar a peur que sa sœur ait perdu le contrôle de Saling !<nl><nl>Maintenant, Denkar, Ganthu et Eji doivent infiltrer Saling pour rencontrer Arna. Puisque les mutants sont absolument interdits de séjour dans la tour de la ville, Denkar envisage de détourner l’attention des gardes afin d’entrer par une entrée de service cachée dans les rochers proches de la cité.
briefings.16 mutants	Les mutants ne sont absolument pas tolérés dans les villes humaines ; les humains qui naissent avec des mutations sont même euthanasiés. Si les mutants des tribus peuvent approcher d’une ville et pénétrer dans le bouclier qui la protège, ils n’ont pas le droit d’entrer dans la tour de la ville elle-même.<nl><nl>En tant que membre de la famille au pouvoir, Denkar pourrait peut-être permettre à ses compagnons d’y accéder mais comme il est maintenant lui même persona non grata dans Saling il faut trouver un moyen d’y infiltrer Ganthu et Eji discrètement.
briefings.21	Denkar, Ganthu et Eji sont parvenus à atteindre le sommet de la tour de la ville, mais non sans se faire remarquer. Ils sont arrivés dans le hall du manoir d’Arna pour y découvrir Joss ni’Marten, entouré de ses soldats, en train de pointer une arme sur la tempe d’Arna. Denkar a dû se rendre.<nl><nl>Joss ni’Marten a enfermé ses nouveaux prisonniers dans le manoir avec Arna. La situation semblait sans espoir mais pas pour longtemps ! La juge Kuna ni’Dahl, nommée garde du manoir, est soudain parvenue à mettre les gardiens hors d’état de nuire en se servant d’un étrange dispositif et elle s’est transportée avec les prisonniers dans la ville secrète d’Aurora - quartier général de l’Ordre.<nl><nl>Tandis que la petite équipe de Denkar était présentée aux autorités, des assaillants d’origine inconnue menaçaient Aurora. Les membres du Conseil de l’Ordre ont envoyé Denkar aider les défenseurs.
briefings.21 aliens	Tandis que Denkar, Ganthu et Eji étaient en train de parler aux membres du Conseil de l’Ordre, des troupes d’origine inconnue ont attaqué plusieurs installations dans les environs d’Aurora. Il est certain que les assaillants n’étaient pas d’origine humaine et qu’ils ne ressemblaient pas à des mutants classiques ou à des créatures du Fléau. Certains d’entre eux étaient vaguement humanoïdes et semblaient commander les autres ; ils étaient apparemment accompagnés de ce qui semblait être des soldats réguliers de différentes espèces, créatures mi-vivantes mi-robotiques.<nl><nl>Les membres du Conseil ont dit à Denkar qu’ils avaient déjà rencontré des créatures similaires plusieurs fois lors de récentes expéditions mais que leurs origines et motivations n’étaient toujours pas déterminées.
briefings.21 arna	La sœur de Denkar, Arna ni’Varra, est officiellement devenue gouverneur de Saling lorsque son frère a quitté la ville. Quelque temps après, les ni’Marten, une famille rivale, sont parvenus à reprendre le pouvoir discrètement. Par la corruption, le chantage et une série "d’accidents" bien orchestrés, ils ont isolé Arna des ses fidèles gardes, conseillers et assistants. Arna a essayé de résister mais, livrée à elle-même, elle n’a pas pu faire grand-chose. Les ni’Marten ont commencé à lui imposer leurs volontés. Quand elle a déclaré ne plus vouloir coopérer, elle s’est retrouvée enfermée dans son manoir et droguée, et n’a plus fait que quelques apparitions télévisées lors de cérémonies officielles.<nl><nl>Ainsi, quand Denkar s’est fait arrêter, Arna n’était plus capable de lui offrir un quelconque soutien ; bien au contraire, c’est elle qui avait besoin qu’on la sauve.
briefings.21 aurora	Aurora est une nouvelle mégacité, construite secrètement par les humains et les mutants sous la conduite de l’Ordre. Elle se trouve sur le continent du Nouvel espoir. La ville n’est pas encore terminée mais elle est déjà habitée. En plus des boucliers destinés à parer le Fléau qui sont similaires à ceux des cinq autres cités, Aurora dispose d’un bouclier supplémentaire conçu pour la rendre invisible. Comme les mutants n’aiment pas vivre enfermés dans une immense tour de béton, ils ont installé des colonies autour de la ville.<nl><nl>Kuna a transporté Denkar, Arna, Ganthu et Eji à Aurora après les avoir fait sortir de la maison du gouverneur de Saling.
briefings.21 denkar	L’Ordre a étudié la carrière militaire de Denkar ni’Varra à Saling et les conseillers savaient qu’il était capable d’assumer les fonctions de commandant. Quand l’attaque extra-terrestre a commencé, ils l’ont vite nommé Seigneur commandant d’Aurora et l’ont envoyé défendre une installation scientifique dans les environs de la ville. Encore troublé et ne sachant quoi penser de sa miraculeuse évasion de Saling, Denkar s’est retrouvé face à un ennemi totalement inconnu.
briefings.21 kuna	La juge Kuna ni’Dahl est un membre secret d’une organisation appelée "l’Ordre". Après avoir rapporté les circonstances de l’arrestation de Denkar aux membres de l’Ordre, elle a reçu l’ordre de le faire évader avec sa sœur et les mutants pour les mettre en sécurité dans la ville secrète d’Aurora. Kuna a mis hors d’état de nuire les gardiens de la pièce et a utilisé un dispositif techno-magique spécial pour se téléporter avec les prisonniers libérés jusqu’à Aurora.
briefings.21 order	L’Ordre est une organisation secrète implantée dans les cinq cités humaines. Ses membres croient que le futur des humains comme celui des mutants dépend de la capacité des deux factions à vivre et travailler ensemble. L’Ordre recrute ses membres avec prudence et dans le plus grand secret, ne choisissant que les individus dotés de la mentalité adéquate. L’Ordre offre également refuge aux humains frappés de mutations cachées, telles que les aptitudes psychiques, qui n’ont pas été décelées dès leur naissance car ils les considèrent comme faisant partie d’un processus d’évolution normale et non comme une menace.<nl><nl>Les premiers bénéfices des efforts conjugués des humains et des mutants sont déjà palpables : de nouvelles technologies ont été développées qui associent la science traditionnelle à de la magie, alors qu’une toute nouvelle ville est en construction sur le continent du Nouvel espoir.
briefings.22	De retour en ville, tandis que Denkar combattait pour repousser les assaillants extra-terrestres, Eji utilisait ses dons de guérison pour débarrasser Arna des effets de la drogue des ni’Marten. Plus tard, la fratrie ni’Varra, Ganthu et Eji ont été à nouveau appelés devant le Conseil pour apprendre que l’Ordre était à la recherche des secrets de la mythique ville perdue. Denkar et Arna ont décidé de collaborer, ainsi que Ganthu qui estime que cette quête a un lien avec le destin de la rédemptrice.<nl><nl>Accéder à la bibliothèque de la famille ni’Varra étant impossible, le seul moyen de récupérer les travaux de recherches d’Onkar consiste à retrouver son journal de campagne qu’il transportait quand il fut tué. Cette mission fait naître des sentiments mitigés chez Denkar...
briefings.22 diary	Le journal d’Onkar ni’Varra contient des données qu’il a accumulées lors de ses expéditions archéologiques, des légendes sur les humains et les mutants et d’autres types d’informations sur les temps anciens. En plus du savoir collecté par l’Ordre, le journal révèle des indices sur la possible localisation de la ville perdue. Mais pour l’instant, ce journal se trouve quelque part dans la jungle, à l’endroit où Onkar fut victime d’une embuscade organisée par les Varuniens.
briefings.22 lost_city	La ville perdue des humains est un mythe ancien. Peu de gens sont au courant de cette légende et encore moins y croient. Personne ne sait où cette ville se trouve. À en croire la légende, elle aurait été construite par des mutants et des humains et aurait prospéré de nombreuses années avant de disparaître soudainement.<nl><nl>Il semble que l’Ordre accorde quelque crédit à cette histoire et que le Conseil estime que l’héritage de la ville perdue recèle un secret qui pourrait changer le futur des humains comme celui des mutants : une arme capable d’éliminer le Fléau.
briefings.22 meeting	Les membres du Conseil ont révélé à Denkar et ses compagnons que l’Ordre était à la recherche de la mythique ville perdue des humains, qui existait avant les cinq mégalopoles actuelles. Selon la légende et les rares découvertes archéologiques, elle fut construite il y a des siècles par les anciens humains et mutants et elle recélerait un secret qui pourrait changer le futur des deux races.<nl><nl>Considérant cette mission comme la poursuite du travail de leur père, Denkar et Arna ont décidé de faire tout ce qu’ils pouvaient pour collaborer avec l’Ordre. Ganthu aussi a vu un lien entre les contes relatifs à la ville perdue et la prophétie sur la rédemptrice. C’est pourquoi il a offert son aide, pour le grand plaisir d’Eji qui voit dans toute cette affaire une aventure particulièrement captivante.
briefings.23	En recoupant les récits du journal d’Onkar avec certaines données des archives de l’Ordre il a été possible de conclure qu’un avant-poste de la ville perdue a existé dans Inca. Denkar y part avec un détachement des forces de l’Ordre et une petite équipe scientifique. Cependant, rien n’est aussi facile qu’il n’y paraît et quelques minutes avant l’arrivée, les capteurs du vaisseau détectent des déplacements et une énergie inhabituelle sur le site... l’endroit serait donc tout sauf désert...
briefings.23 diary	Denkar a récupéré le journal de son père et a découvert qu’il était codé. Heureusement, il s’avère qu’Arna en connaît la clé car il lui est parfois arrivé d’aider Onkar dans ses analyses. Mais même une fois déchiffrées, les nombreuses données et inscriptions contenues dans le journal restent difficiles à comprendre.<nl><nl>Après avoir comparé les données d’Onkar avec les archives de l’Ordre, il semble intéressant d’aller explorer un lieu dans Inca. Un avant-poste humain y aurait existé aux temps de l’apogée de la ville perdue.
briefings.24	Durant leurs recherches, Denkar et ses compagnons ont visité de nombreux endroits et découvert plusieurs types d’informations, dont le nom de la ville perdue : Esperanza. Mais l’emplacement exact de la ville est encore un mystère.<nl><nl>L’équipe se retrouve maintenant dans un désert froid en Amérique, où un grand avant-poste d’Esperanza a existé. Si les informations des membres de l’équipe sont correctes, un complexe souterrain encore en bon état pourrait se trouver sous leurs pieds.
briefings.25	Selon d’anciens récits, nombreux furent ceux qui tentèrent d’approcher Esperanza après sa chute mais personne n’en revint jamais pour témoigner. Il était donc surprenant que cette cité qui avait inexorablement sombré dans l’oubli soit passée dans la légende !<nl><nl>Le Conseil a décidé d’agir avec prudence et n’a envoyé que quelques éléments sur le nouveau lieu supposé de la cité d’Esperanza. L’équipe de Denkar doit progresser dans les environs de l’ancienne ville et accéder à ce qui reste de sa tour principale.
briefings.25 final_clue	En pénétrant dans l’ancien avant-poste, Denkar et ses compagnons se sont rapidement retrouvés dans un cul-de-sac : un grand carrefour aux multiples entrées effondrées. Une immense carte du monde en relief ornait le mur, son plaquage doré encore luisant sous les couches de poussière. Bases et avant-postes étaient disséminés sur tous les continents, tous connectés à un noyau en forme de soleil. Aucune inscription n’était nécessaire pour comprendre, le sens était évident. Il s’agissait du cœur d’une société dont les artistes avaient créé cette carte : Esperanza !
briefings.26	Denkar et ses compagnons sont entrés dans Esperanza, laissant derrière eux leurs poursuivants extra-terrestres pour l’instant. Eji, qui continue à percevoir un signal télépathique de plus en plus puissant, indique à l’équipe la direction à prendre.<nl><nl>Ce que font les extra-terrestres autour d’Esperanza n’est toujours pas clair mais il semble que leurs intentions ne soient pas amicales. Denkar, Ganthu et Eji doivent trouver leur chemin dans l’ancienne cité et atteindre la source du signal.
briefings.31	Au moment où l’équipe atteint l’ancien dispositif, elle se trouve attaquée par les extra-terrestres. Leur chef est sur le point de tuer Denkar quand Ganthu intervient en sacrifiant son propre corps pour prendre le contrôle de l’esprit de l’extra-terrestre, lire sa mémoire et dévoiler ses origines et ses objectifs.<nl><nl>Les extra-terrestres voulaient utiliser le Shard comme arme contre un de leurs puissants ennemis mais, dans l’opération, le Shard aurait brûlé la planète hôte ! Le dispositif d’Esperanza gênait leur plan.<nl><nl>Toute retraite étant coupée par d’autres troupes des Jaar Lash, et avec l’esprit de Ganthu s’affaiblissant dans le corps de Maître Tharksh, la seule solution semble être de prendre l’artéfact sur le vaisseau de Tharksh et de voler vers le Shard afin d’empêcher les Jaar Lash d’exécuter le rituel.
briefings.31 aliens	Les Jaar Lash sont une puissante espèce d’extra-terrestres qui a colonisé de nombreux systèmes stellaires et soumis leurs populations en les transformant en ouvriers cyborgs, serviteurs et autres soldats.<nl><nl>Depuis de nombreuses années, les Jaar Lash mènent une grande guerre dans les étoiles contre un adversaire redoutable et ils ont fini par comprendre qu’ils sont sur le point de la perdre.<nl><nl>Durant la guerre, une faction des Jaar Lash, ressemblant vaguement à l’ordre des chevaliers de la vieille planète terre, est tombée en disgrâce et est devenue paria. Cette faction fut vaincue dans une bataille décisive, son échec entraînant la destruction de tout un système stellaire.<nl><nl>Maintenant, ce Culte cherche la rédemption en tentant d’aider son espèce à sa manière : il recherche les Graines et s’en sert pour déclencher des attaques à échelle cosmique sur les planètes qui hébergent l’ennemi des Jaar Lash.
briefings.31 resonator	Le résonateur Psi est un ancien dispositif d’Esperanza, créé par les humains et les mutants. Sa fonction originelle était de permettre à un puissant télépathe d’entrer en rapport avec le Shard afin de tenter de ralentir son développement et la propagation du Fléau. Les habitants d’Esperanza y parvinrent mais il y eut un problème. On ne sait pas exactement ce qui ne fonctionna pas mais cela eut de terribles répercussions. Une énorme éruption du Fléau déborda les défenses de la ville et en fit un tas de ruines.<nl><nl>Alimenté par ce qui se faisait de mieux en matière de technologie humaine et mutante, le résonateur Psi continua à fonctionner en silence pendant des siècles, laissant le Shard à moitié endormi et empêchant ainsi les Jaar Lash de déclencher l’accélération.
briefings.31 sacrifice	"Attention ! Je sens de nombreux ennemis approcher !", cria Eji. Et soudain, ce fut l’enfer. Des soldats extra-terrestres surgirent de partout en crachant un plasma brûlant. Un chef extra-terrestre imposant émergea de l’ombre, et fit voler Denkar d’un souffle puissant. Il se préparait à en finir avec lui.<nl><nl>Pendant un instant, la fin sembla inéluctable. Dans le chaos, le regard d’Eji se porta sur Ganthu. Son mentor était à genoux, il pressait ses tempes de ses mains, visiblement écrasé par une pression immense. Et son corps tomba, inerte. Au même instant, le grand extra-terrestre se tourna vers Eji et elle entendit la voix de Ganthu dans sa tête. "Tout va bien, je le contrôle. Ses forces ne t’attaqueront pas. Mais j’ai peur d’être perdu."
briefings.31 seeds	Comme Tharksh l’a appris à Ganthu, les Graines sont des fragments d’un monde vivant. Elles volent dans l’espace à la recherche de planètes qui leur conviennent, s’en nourrissent et les transforment en habitats de leur sorte. Au final, l’organisme arrivé à maturité se subdivise en nouvelles Graines.<nl><nl>Par le biais d’une procédure, ou d’un rituel appelé ‘Accélération’, toute l’énergie d’une Graine est dirigée vers une cible choisie et forme une onde de choc capable de détruire une planète entière. Mais lors de cette opération, la planète hôte de la Graine est dévastée et peut même être détruite.<nl><nl>Après avoir localisé une Graine sur la Terre, les Jaar Lash ont immédiatement tenté d’exécuter le rituel mais une force s’y est opposée. L’existence d’une population locale douée de sensations compliqua encore la tâche. C’est une chose que l’on voit très rarement dans un monde infecté par les Graines depuis si longtemps.
briefings.31 tharksh	Maître Tharksh est un haut gradé du Culte, responsable uniquement devant le Grand Maître lui-même. En tant que l’un de Maîtres à qui l’on fait confiance pour sécuriser et détruire le résonateur Psi, il a presque rempli sa mission.<nl><nl>Maintenant, le Grand prêtre Ganthu a implanté son esprit dans le corps de Tharksh mais il ne va pas pouvoir en garder le contrôle très longtemps. Néanmoins, les servants de Tharksh sont dorénavant sous les ordres de Ganthu, et il compte les utiliser pour aider Denkar.
briefings.32	Sous le contrôle de Ganthu, Tharksh a piloté son vaisseau jusqu’au Shard mais un système de défense anti-aérienne des Jaar Lash l’a détecté au-dessus de la Sibérie orientale et l’a désactivé. Les forces du Culte se sont immédiatement rendues sur le site du crash.<nl><nl>Maintenant, Denkar, Eji et Ganthu, qui contrôle toujours Tharksh, doivent utiliser les troupes de Tharksh pour se défendre et trouver un autre moyen d’atteindre le Shard avec le résonateur Psi.
briefings.32 aa	Dans ce secteur, le Culte a installé un système de défense anti-aérienne capable de désactiver à distance les commandes de tout objet volant. Pris par surprise, et ses réactions ralenties par le contrôle exercé par Ganthu, Tharksh a eu les pires difficultés à faire atterrir le vaisseau. L’équipe n’est pas en mesure de prodiguer les réparations nécessaires et de faire redécoller l’appareil.<nl><nl>Et, bien entendu, les Jaar Lash ont immédiatement envoyé des patrouilles sur le site du crash.
briefings.33	Après avoir sécurisé le secteur autour du vaisseau de Tharksh, Denkar est enfin parvenu à rétablir le contact avec Aurora et il a pu expliquer la situation. Kuna ni’Dahl s’est immédiatement portée volontaire pour lui venir en aide et Arna s’est embarquée avec elle.<nl><nl>Prévenue du système de défense anti-aérienne Jaar Lash, Kuna a volé à basse altitude pour s’approcher de la base extra-terrestre. Quand les commandes de la navette ont commencé à ne plus fonctionner, Kuna a réagi rapidement et est parvenue à poser le vaisseau sans problème.<nl><nl>Maintenant, son équipe de sauvetage doit désactiver les installations extra-terrestres pour qu’il soit à nouveau possible de voler dans le secteur.
briefings.33 help	Lorsque Denkar a contacté Aurora, le Conseil a décidé qu’en dépit de sa couverture compromise l’opération devait se poursuivre le plus discrètement possible. Concentrer trop de forces autour du résonateur Psi serait un signe trop visible pour les Jaar Lash. La juge Kuna ni’Dahl, récemment promue Commandante, accompagnée de quelques soldats d’Aurora et d’Arna ni’Varra, a immédiatement pris une navette pour se rendre à l’endroit où se trouve Denkar.
briefings.34	Les humains de Jurra ont détecté l’accident de l’appareil de Tharksh et lancé une expédition de leur avant-poste le plus proche afin d’éliminer les extra-terrestres et piller le vaisseau. Bien sûr, les tribus locales n’apprécient ni la présence des extra-terrestres ni les activités jurriennes.<nl><nl>Expliquer la situation aux Jurriens est inenvisageable et convaincre les mutants locaux que ce type particulier de Jaar Lash est en train d’escorter ce qui sauvera la Terre l’est tout autant. Il semble que Denkar et Tharksh vont devoir combattre.
briefings.34 jurra	Jurra est l’une des cinq cités humaines. Elle se trouve en Sibérie du Nord.<nl><nl>Une expédition de Jurra a détecté l’arrivée d’un vaisseau extra-terrestre à distance. Les Jurriens avaient déjà rencontré les Jaar Lash lors de leurs expéditions et le commandant des Jurriens, entrepreneur par nature, pensa aussitôt que ce vaisseau pouvait contenir des technologies de grande valeur et autres éléments à piller. Il envoya des forces éliminer les extra-terrestres supposés hostiles et fit sécuriser le secteur.<nl><nl>De leur côté, les mutants locaux étaient exaspérés par les expéditions jurriennes sur leurs terres et ils n’avaient pas besoin de raisons supplémentaires pour prendre les armes.
briefings.35	Au lieu de détruire le résonateur Psi, comme prévu au début, les Jaar Lash ont estimé qu’il pouvait leur permettre de mener leurs plans à bien et que sa perte serait un coup fatal. Mais Denkar refusa de s’en tenir là. Eji, quant à elle, ne pouvait supporter l’idée que Ganthu se soit sacrifié en vain. Ainsi, lorsqu’ils retrouvèrent l’équipe de sauvetage, leur motivation était plus forte que  jamais.<nl><nl>Reprenant son vol interrompu, l’équipe finit par arriver au Gouffre de l’enfer. Kuna fit de son mieux pour poser la navette aussi près du Shard que possible. Maintenant, un dernier obstacle se dresse devant eux : le bouclier, érigé par les Jaar Lash, autour du cœur du Fléau.
briefings.35 hole	Désert brûlant et dévasté, le Gouffre de l’enfer est l’endroit où s’est posé le Shard sur la Terre à la fin du 21è siècle et, également, l’endroit d’où le Fléau a commencé à se propager.<nl><nl>Maintenant, le Gouffre de l’enfer est sous le contrôle du Culte. Pour protéger leurs bases et le Shard, les Jaar Lash ont érigé un immense bouclier en forme de dôme tout autour. Seules leurs unités militaires sont capables de franchir le bouclier et Ganthu/Tharksh doit y aller tout seul afin de trouver un moyen de faire entrer ses compagnons.
briefings.36	Rocher après rocher, abîme après abîme, se faufilant et courant, l’escorte de la rédemptrice a fini par atteindre le voisinage du résonateur Psi. Maintenant, le destin de la Terre est entre les mains d’une jeune mutante fragile.<nl><nl>Le télépathe des Jaar Lash est déjà en place, prêt à déclencher l’accélération. Denkar, Arna, Kuna et Tharksh doivent faire tout ce qu’ils peuvent et, si nécessaire, encore plus que ça, pour qu’Eji s’approche assez du résonateur Psi et pour la protéger pendant qu’elle affronte les deux cerveaux extra-terrestres : Le Jaar Lash et le Shard.
briefings.36 acceleration	Le résonateur Psi est installé près du Shard et le télépathe des Jaar Lash est positionné pour terminer le rituel d’accélération. La présence de l’ancien dispositif va lui permettre de déclencher une attaque encore plus dévastatrice, qui va certainement détruire la planète cible et la Terre.<nl><nl>Eji doit utiliser ses pouvoirs télépathiques sur le résonateur Psi pour contrarier la volonté du télépathe extra-terrestre et s’assurer que le Shard sera désactivé et non réactivé. Les forces des Jaar Lash vont faire leur maximum pour l’éliminer et elle a besoin de toute la protection possible.
briefings.bsa	L’honneur est une valeur importante pour les aristocrates, les soldats et les citoyens ordinaires de Saling. Chaque caste a ses propres règles qui définissent les comportements honorables ou déshonorants.<nl><nl>Sans aucun doute, l’une des manières les plus spectaculaires d’acquérir ou perdre son honneur, ainsi que de grandes quantités de crédits, est de participer aux combats de l’arène des sports sanglants. Construite dans les rochers qui entourent la tour de la ville, l’arène est ouverte à tous ceux qui souhaitent combattre. Les récompenses en cas de victoire sont alléchantes mais attention : ce sont des combats à la mort !
briefings.cf	La magie est une arme à double tranchant - comme l’est la ’magie d’invocation’. Celui qui utilise la ’magie d’invocation’ risque de se faire dévorer par les mêmes créatures qu’il tente de contrôler ! Plus grands sont ses pouvoirs, plus celui qui jette les sorts devient dangereux s’il laisse ses anciens serviteurs prendre le contrôle de son esprit.<nl><nl>Affrontez le domaine de l’invocateur corrompu et renvoyez les êtres des enfers là d’où ils viennent avant qu’ils n’arrivent en masse !
briefings.dtb	Comme Denkar et Ganthu l’ont remarqué, les expéditions minières humaines ont rarement atteint la taille des installations de Dunetown dans le désert de Sahaar. Des rassemblements concertés de créatures dangereuses sont encore plus inhabituels car les scientifiques des villes témoignent en général de peu d’intérêt pour la progéniture du Fléau.<nl><nl>Que prépare le Seigneur commandant Frank N. Stein ? Infiltrez sa base principale pour le découvrir.
