sid	text:de
net_retype_password	Passwort erneut eingeben
net_create	Erstellen
neterr_notsamepasswords	Sie haben unterschiedliche Passwörter eingegeben.
net_success	Gelungen
net_successwscreate	Sie haben den WorldShift-Spielernamen „[#]“ erstellt. Mit Ihrem WorldShift-Spielernamen und dem Passwort haben Sie jederzeit Zugang zum Spiel.
net_choosegsprofile	Wählen Sie Ihr GameSpy-Profil!
net_profilenames	Profilnamen
net_wsplayernames	WorldShift-Namen
neterr_profilehaswsname	Die GameSpy-ID „[#]“ verfügt bereits über einen WorldShift-Spielernamen.
neterr_selectprofile	Wählen Sie eine GameSpy-ID, für die Sie einen WorldShift-Spielernamen erstellen möchten.
net_helpchoosegsprofile	Wählen Sie die GameSpy-ID, für die Sie einen neuen WorldShift-Spielernamen erstellen möchten, und klicken Sie auf „Weiter“.
net_playername	Spielername
	
legal_text	© 2008 RTL Television, Black Sea Studios Ltd. Marketing durch RTL Games GmbH. Veröffentlicht von RTL Games GmbH. Black Inc. ist eine Marke und eingetragene Marke von RTL Games GmbH. WorldShift ist eine eingetragene Marke von Black Sea Studios Ltd. Entwickelt von Black Sea Studios Ltd.
	
gs_isc_availabilitycheck	Verfügbarkeit des Online-Dienstes wird überprüft ...
gs_isc_connecting	Verbindung mit dem Online-Dienst wird hergestellt …
gs_isc_authcdkey	CD-Schlüssel wird authentifiziert …
gs_isc_checkingforpatch	Updates werden gesucht ...
gs_isc_joingtitleroom	Hauptraum wird betreten ...
gs_isc_gettingplayerinfo	Spielerinfo wird eingeholt ...
gs_isc_elis_presenceconnect	Freundeliste wird geladen …
gs_isc_loadingprofile	Spielerprofil wird geladen …
gs_isc_done	Fertig!
	
gs_login_timeout	Zeitüberschreitung beim Anmeldevorgang
gs_accountalreadycreated	Sie haben diese GameSpy-ID bereits erstellt.
gs_empty_pass	Das Passwort-Feld darf nicht leer sein.
gs_empty_email	Das Feld für die E-Mail-Adresse darf nicht leer sein.
gs_empty_wsname	Das Feld für den WorldShift-Namen darf nicht leer sein.
gs_invalidpassword	Das angegebene Passwort gilt nicht für diese GameSpy-ID (aufgrund der angegebenen E-Mail-Adresse). Sollten Sie Ihr Passwort vergessen haben, besuchen Sie bitte<nl>http://www.gamespyid.com.
gs_loginincorrect	Der WorldShift-Spielername und das Passwort sind ungültig. Bitte überprüfen Sie die Schreibweise. Bei Passwörtern sind Groß- und Kleinschreibung zu beachten. Sollten Sie Ihren Benutzernamen oder Ihr Passwort vergessen haben, besuchen Sie bitte<nl>http://www.gamespyid.com.
gs_invalidemail	Für diese E-Mail-Adresse liegt keine GameSpy-ID vor.
gs_invalidnick	Der angegebene Spielername ist ungültig. Er muss zwischen 3 und 20 Zeichen lang sein und darf keine Leerzeichen enthalten.
	
	
//// In-mission texts	
checkpoint marked	KONTROLLPUNKT MARKIERT
minimap	Minikarte
multiselection_tooltip	Anklicken, um nur diese Einheit auszuwählen. „Alt“ gedrückt halten und anklicken, um sie aus Ihrer Auswahl zu entfernen.
stop_tooltip_ttl	Stopp
stop_tooltip_txt	Anklicken, um die ausgewählten Einheiten anzuhalten, oder um eine Aufrüstung oder die Einheitenproduktion abzubrechen.
leader_tooltip_ttl	Anführer
leader_tooltip_txt	Dies ist Ihr Anführer. Klicken Sie ihn an, um ihn auszuwählen. Klicken Sie ihn erneut an, um die Ansicht auf ihn zu zentrieren.
items_toggle_tooltip_ttl	Minikarte/Gegenstände
items_toggle_tooltip_txt	Anklicken, um zwischen Minikarte und erlangten Gegenständen zu wechseln.
	
net_desync	<color=255,0,0>SYNCHRONISIERUNGSPROBLEM ENTDECKT!</>
net_checksumdifferent	<color=255,0,0>Spieler %s:</> Die Daten-Prüfsumme stimmt nicht überein. Synchronisierungsprobleme könnten auftreten!
net_disconnecting	Verbindung wird getrennt ...
net_playerdrop	Verbindung zu Spieler <color=0,255,0>%s</> verloren.
net_playerexit	Spieler <color=0,255,0>%s</> hat das Spiel verlassen.
net_playerpaused	Spieler <color=0,255,0>%s</> hat das Spiel angehalten.
net_playerunpaused	Spieler <color=0,255,0>%s</> setzt das Spiel fort.
net_waitplayer	<tab=15>Wartet auf %s <tab=100>(%.2d Sek.)
net_chatformat	<color=%d,%d,%d>[%s]</> <color=%d,%d,%d>[%s]:</> <color=%d,%d,%d>%s</>
net_chattoall	An alle
net_chattoally	An Verbündete
	
unknown.name	Unbekannt
	
flt.Invulnerable	Unverwundbar
flt.Alarm! Alarm!	Alarm! Alarm!
flt.Immune	Immun
	
	
//// Autopatching	
gs_http_downloaderr	Beim Herunterladen der Datei ist ein Fehler aufgetreten.
gs_patchfound	Ein neues Update ist für das Spiel verfügbar. Möchten Sie mit dem Download beginnen?
gs_http_filesaveerr	Beim Speichern der Datei auf Ihre Festplatte ist ein Fehler aufgetreten. Überprüfen Sie den freien Speicherplatz auf Ihrer Festplatte und starten Sie das Spiel als Administrator.
dl_patch	DOWNLOAD-VORGANG: [#] %
	
	
// Miscellaneous	
quit_prompt	Möchten Sie wirklich aufhören? Jeglicher Fortschritt geht verloren!
	
	
// Player Settings	
logo_name	Logo von [#]
ignore_all_invitations	SÄMTLICHE Spieleinladungen ignorieren
show_friends_invitations	Nur Einladungen von Freunden anzeigen
allow_inspected	Betrachten erlauben
statistics_average	Durchschnittliche Statistiken<nl>(Mehrspieler-Modus)
gamedurationtext	Deathmatch-Spieldauer (Durchschnitt)
battlepointstext	Schlachtpunkte aktuell
battlepointsvalue	[#] von [#]
gamedurationvalue	[#]:[#] Min.
player_settings	Spieler
accept_cap	ANNEHMEN
	
	
// Inspect player	
abilities	Fähigkeiten
specializations	Spezialisierungen
statistics	Statistiken
avdamage_ttl	Schaden (Durchschnitt)
avdamage_txt	Verursachter Schaden pro Spiel (Durchschnitt)
avhealing_ttl	Heilung (Durchschnitt)
avhealing_txt	Geheilte Trefferpunkte pro Spiel (Durchschnitt)
avkills_ttl	Feinde zerstört (Durchschnitt)
avkills_txt	Zerstörte Feindeinheiten pro Spiel (Durchschnitt)
avdeaths_ttl	Verluste (Durchschnitt)
avdeaths_txt	Verlorene Einheiten pro Spiel (Durchschnitt)
avcommand_ttl	Befehle (Durchschnitt)
avcommand_txt	Ausgesprochene Befehle pro Spiel (Durchschnitt)
avdamagetaken_ttl	Erlittener Schaden (Durchschnitt)
avdamagetaken_txt	Verlorene Trefferpunkte pro Spiel (Durchschnitt)
achievements	Errungenschaften
avracemutants_ttl	Spiele mit den Stämmen
avracemutants_txt	Prozentualer Anteil der Spiele mit den Stämmen
avracehumans_ttl	Spiele mit den Menschen
avracehumans_txt	Prozentualer Anteil der Spiele mit den Menschen
avracealiens_ttl	Spiele mit dem Kult
avracealiens_txt	Prozentualer Anteil der Spiele mit dem Kult
	
	
// buddy list	
autorization_request	Spieler möchte Sie auf seine Freundeliste setzen.
revoke	Benutzer [#] hat seine Freund-Autorisierung widerrufen.
online	ONLINE
offline	OFFLINE
show_offline_players	Spieler mit Status „Offline“ anzeigen
online_notification	Spieler [#] ist online.
offline_notification	Spieler [#] ist offline.
	
auth_request	Sie haben eine Autorisierungsanfrage an Spieler [#] geschickt.
auth_requestaccepted	Spieler [#] hat Ihre Anfrage angenommen.
	
buddylist_gt_practice	Training
buddylist_gt_pvp	Deathmatch
buddylist_gt_pvpat	Deathmatch (Festes Team)
buddylist_gt_speciallocation	Spezialkarte
buddylist_gt_mission	Mission
buddylist_gt_unknown	Unbekannt
	
buddylist_status_offline	Offline
buddylist_status_online	Online
buddylist_status_staging	[#]: Wartet auf Spieler [#]/[#]
buddylist_status_stagingfull	[#]: Wartet auf Start
buddylist_status_playing	Spielt
buddylist_status_authrequest	Hallo! Ich möchte dich auf meine Freundeliste setzen!
accepted Akzeptiert
rejected Zurückgewiesen
	
	
//Invitatinos	
invitation_msg_ally	Spieler „[#]“ lädt Sie ein, seinem Spiel als Verbündeter beizutreten.
invitation_msg_opponent	Spieler „[#]“ lädt Sie ein, seinem Spiel als Gegner beizutreten.
	
	
// CREDITS	
gslegal_text	Dieses Produkt enthält von GameSpy Industries, Inc. lizenzierte Software. © 1999-2008 GameSpy Industries, Inc. GameSpy und das „Powered By GameSpy“-Logo sind Marken von GameSpy Industries, Inc. Alle Rechte vorbehalten.
	
	
//// Game start messages	
dropped	Fehler!
startgame_establishingconnection	BAUT VERBINDUNG MIT ANDEREN SPIELERN AUF …
startgame_waitingforstart	WARTET AUF SPIELSTART ...
lobby_error_cannotestablishconnection	Kein Verbindungsaufbau mit allen Spielern möglich.
autojoinerr_cannotestablishconnection	Die automatische Zuordnung ist nicht möglich, da einige Spieler nicht in der Lage waren, eine Verbindung mit den anderen Spielern aufzubauen.
